



L1_CACHE_SIZE:32 , L2_CACHE_SIZE:32 	(T:8,IN:0,BO:0)	(T:8,IN:0,BO:0)
================================

MODIFY	:  202	 	 TAG: 11001010(202)			MISS:	COMPULSORY	REPLACE:(UNKNOWN)	CYCLES:10 	AGE:768 
READ	:   28	 	 TAG: 00011100( 28)			MISS:	COMPULSORY	REPLACE:(UNKNOWN)	CYCLES:10 	AGE:767 
WRITE	:   15	 	 TAG: 00001111( 15)			MISS:	COMPULSORY	REPLACE:(UNKNOWN)	CYCLES:21 	AGE:766 
READ	:  214	 	 TAG: 11010110(214)			MISS:	COMPULSORY	REPLACE:(UNKNOWN)	CYCLES:10 	AGE:765 
WRITE	:   80	 	 TAG: 01010000( 80)			MISS:	COMPULSORY	REPLACE:(UNKNOWN)	CYCLES:21 	AGE:764 
READ	:    8	 	 TAG: 00001000(  8)			MISS:	COMPULSORY	REPLACE:(UNKNOWN)	CYCLES:10 	AGE:763 
MODIFY	:  151	 	 TAG: 10010111(151)			MISS:	COMPULSORY	REPLACE:(UNKNOWN)	CYCLES:10 	AGE:762 
MODIFY	:   85	 	 TAG: 01010101( 85)			MISS:	COMPULSORY	REPLACE:(UNKNOWN)	CYCLES:10 	AGE:761 
MODIFY	:   76	 	 TAG: 01001100( 76)			MISS:	CAPACITY	REPLACE:(  2)		CYCLES:10 	AGE:554 
WRITE	:   28	 	 TAG: 00011100( 28)			MISS:	CAPACITY	REPLACE:(161)		CYCLES:21 	AGE:553 
MODIFY	:  212	 	 TAG: 11010100(212)			HIT										CYCLES:1 	AGE:556 
WRITE	:   56	 	 TAG: 00111000( 56)			MISS:	CAPACITY	REPLACE:(154)		CYCLES:21 	AGE:551 
WRITE	:   10	 	 TAG: 00001010( 10)			MISS:	CAPACITY	REPLACE:( 99)		CYCLES:21 	AGE:550 
READ	:  221	 	 TAG: 11011101(221)			MISS:	CAPACITY	REPLACE:( 65)		CYCLES:10 	AGE:549 
MODIFY	:  139	 	 TAG: 10001011(139)			MISS:	CAPACITY	REPLACE:(220)		CYCLES:10 	AGE:548 
WRITE	:  181	 	 TAG: 10110101(181)			MISS:	CAPACITY	REPLACE:(212)		CYCLES:21 	AGE:547 
MODIFY	:   46	 	 TAG: 00101110( 46)			MISS:	CAPACITY	REPLACE:( 43)		CYCLES:10 	AGE:546 
READ	:   44	 	 TAG: 00101100( 44)			MISS:	CAPACITY	REPLACE:( 76)		CYCLES:10 	AGE:545 
WRITE	:  159	 	 TAG: 10011111(159)			MISS:	CAPACITY	REPLACE:( 28)		CYCLES:21 	AGE:544 
WRITE	:   67	 	 TAG: 01000011( 67)			MISS:	CAPACITY	REPLACE:( 56)		CYCLES:21 	AGE:543 
WRITE	:  156	 	 TAG: 10011100(156)			MISS:	CAPACITY	REPLACE:( 10)		CYCLES:21 	AGE:542 
READ	:   17	 	 TAG: 00010001( 17)			MISS:	CAPACITY	REPLACE:(221)		CYCLES:10 	AGE:541 
READ	:  180	 	 TAG: 10110100(180)			MISS:	CAPACITY	REPLACE:(139)		CYCLES:10 	AGE:540 
MODIFY	:  245	 	 TAG: 11110101(245)			MISS:	CAPACITY	REPLACE:(181)		CYCLES:10 	AGE:539 
MODIFY	:  140	 	 TAG: 10001100(140)			MISS:	CAPACITY	REPLACE:( 46)		CYCLES:10 	AGE:538 
READ	:   96	 	 TAG: 01100000( 96)			MISS:	CAPACITY	REPLACE:( 44)		CYCLES:10 	AGE:537 
MODIFY	:  122	 	 TAG: 01111010(122)			MISS:	CAPACITY	REPLACE:(159)		CYCLES:10 	AGE:536 
MODIFY	:   97	 	 TAG: 01100001( 97)			MISS:	CAPACITY	REPLACE:( 67)		CYCLES:10 	AGE:535 
READ	:  111	 	 TAG: 01101111(111)			MISS:	CAPACITY	REPLACE:(156)		CYCLES:10 	AGE:534 
MODIFY	:    1	 	 TAG: 00000001(  1)			MISS:	CAPACITY	REPLACE:( 17)		CYCLES:10 	AGE:533 
WRITE	:   13	 	 TAG: 00001101( 13)			MISS:	CAPACITY	REPLACE:(180)		CYCLES:21 	AGE:532 
READ	:  148	 	 TAG: 10010100(148)			MISS:	CAPACITY	REPLACE:(245)		CYCLES:10 	AGE:531 
READ	:  232	 	 TAG: 11101000(232)			MISS:	CAPACITY	REPLACE:(140)		CYCLES:10 	AGE:530 
WRITE	:  107	 	 TAG: 01101011(107)			MISS:	CAPACITY	REPLACE:( 96)		CYCLES:21 	AGE:529 
MODIFY	:  231	 	 TAG: 11100111(231)			MISS:	CAPACITY	REPLACE:(122)		CYCLES:10 	AGE:528 
READ	:   90	 	 TAG: 01011010( 90)			MISS:	CAPACITY	REPLACE:( 97)		CYCLES:10 	AGE:527 
READ	:  236	 	 TAG: 11101100(236)			MISS:	CAPACITY	REPLACE:(111)		CYCLES:10 	AGE:526 
WRITE	:  115	 	 TAG: 01110011(115)			MISS:	CAPACITY	REPLACE:(  1)		CYCLES:21 	AGE:525 
MODIFY	:   82	 	 TAG: 01010010( 82)			MISS:	CAPACITY	REPLACE:( 13)		CYCLES:10 	AGE:524 
WRITE	:  203	 	 TAG: 11001011(203)			MISS:	CAPACITY	REPLACE:(148)		CYCLES:21 	AGE:523 
MODIFY	:    1	 	 TAG: 00000001(  1)			MISS:	CAPACITY	REPLACE:(232)		CYCLES:10 	AGE:522 
MODIFY	:  238	 	 TAG: 11101110(238)			MISS:	CAPACITY	REPLACE:(107)		CYCLES:10 	AGE:521 
WRITE	:   46	 	 TAG: 00101110( 46)			MISS:	CAPACITY	REPLACE:(231)		CYCLES:21 	AGE:520 
READ	:  124	 	 TAG: 01111100(124)			MISS:	CAPACITY	REPLACE:( 90)		CYCLES:10 	AGE:519 
READ	:  132	 	 TAG: 10000100(132)			MISS:	CAPACITY	REPLACE:(236)		CYCLES:10 	AGE:518 
MODIFY	:  214	 	 TAG: 11010110(214)			MISS:	CAPACITY	REPLACE:(115)		CYCLES:10 	AGE:517 
READ	:   96	 	 TAG: 01100000( 96)			MISS:	CAPACITY	REPLACE:( 82)		CYCLES:10 	AGE:516 
WRITE	:   74	 	 TAG: 01001010( 74)			MISS:	CAPACITY	REPLACE:(203)		CYCLES:21 	AGE:515 
READ	:  244	 	 TAG: 11110100(244)			MISS:	CAPACITY	REPLACE:(  1)		CYCLES:10 	AGE:514 
WRITE	:   72	 	 TAG: 01001000( 72)			MISS:	CAPACITY	REPLACE:(238)		CYCLES:21 	AGE:513 
MODIFY	:   52	 	 TAG: 00110100( 52)			MISS:	CAPACITY	REPLACE:( 46)		CYCLES:10 	AGE:512 
WRITE	:   84	 	 TAG: 01010100( 84)			MISS:	CAPACITY	REPLACE:(124)		CYCLES:21 	AGE:511 
READ	:  197	 	 TAG: 11000101(197)			MISS:	CAPACITY	REPLACE:(132)		CYCLES:10 	AGE:510 
WRITE	:  160	 	 TAG: 10100000(160)			MISS:	CAPACITY	REPLACE:(214)		CYCLES:21 	AGE:509 
WRITE	:  136	 	 TAG: 10001000(136)			MISS:	CAPACITY	REPLACE:( 96)		CYCLES:21 	AGE:508 
WRITE	:  142	 	 TAG: 10001110(142)			MISS:	CAPACITY	REPLACE:( 74)		CYCLES:21 	AGE:507 
READ	:  119	 	 TAG: 01110111(119)			MISS:	CAPACITY	REPLACE:(244)		CYCLES:10 	AGE:506 
READ	:  141	 	 TAG: 10001101(141)			MISS:	CAPACITY	REPLACE:( 72)		CYCLES:10 	AGE:505 
MODIFY	:  201	 	 TAG: 11001001(201)			MISS:	CAPACITY	REPLACE:( 52)		CYCLES:10 	AGE:504 
READ	:  213	 	 TAG: 11010101(213)			MISS:	CAPACITY	REPLACE:( 84)		CYCLES:10 	AGE:503 
WRITE	:  207	 	 TAG: 11001111(207)			MISS:	CAPACITY	REPLACE:(197)		CYCLES:21 	AGE:502 
MODIFY	:  140	 	 TAG: 10001100(140)			MISS:	CAPACITY	REPLACE:(160)		CYCLES:10 	AGE:501 
READ	:  227	 	 TAG: 11100011(227)			MISS:	CAPACITY	REPLACE:(136)		CYCLES:10 	AGE:500 
WRITE	:  231	 	 TAG: 11100111(231)			MISS:	CAPACITY	REPLACE:(142)		CYCLES:21 	AGE:499 
READ	:  124	 	 TAG: 01111100(124)			MISS:	CAPACITY	REPLACE:(119)		CYCLES:10 	AGE:498 
MODIFY	:  200	 	 TAG: 11001000(200)			MISS:	CAPACITY	REPLACE:(141)		CYCLES:10 	AGE:497 
WRITE	:  123	 	 TAG: 01111011(123)			MISS:	CAPACITY	REPLACE:(201)		CYCLES:21 	AGE:496 
READ	:  158	 	 TAG: 10011110(158)			MISS:	CAPACITY	REPLACE:(213)		CYCLES:10 	AGE:495 
MODIFY	:  217	 	 TAG: 11011001(217)			MISS:	CAPACITY	REPLACE:(207)		CYCLES:10 	AGE:494 
READ	:  123	 	 TAG: 01111011(123)			HIT										CYCLES:1 	AGE:496 
READ	:  167	 	 TAG: 10100111(167)			MISS:	CAPACITY	REPLACE:(140)		CYCLES:10 	AGE:492 
READ	:  123	 	 TAG: 01111011(123)			HIT										CYCLES:1 	AGE:496 
READ	:  240	 	 TAG: 11110000(240)			MISS:	CAPACITY	REPLACE:(227)		CYCLES:10 	AGE:490 
MODIFY	:   88	 	 TAG: 01011000( 88)			MISS:	CAPACITY	REPLACE:(231)		CYCLES:10 	AGE:489 
MODIFY	:  103	 	 TAG: 01100111(103)			MISS:	CAPACITY	REPLACE:(124)		CYCLES:10 	AGE:488 
READ	:   14	 	 TAG: 00001110( 14)			MISS:	CAPACITY	REPLACE:(200)		CYCLES:10 	AGE:487 
READ	:  242	 	 TAG: 11110010(242)			MISS:	CAPACITY	REPLACE:(123)		CYCLES:10 	AGE:486 
MODIFY	:  238	 	 TAG: 11101110(238)			MISS:	CAPACITY	REPLACE:(158)		CYCLES:10 	AGE:485 
READ	:  216	 	 TAG: 11011000(216)			MISS:	CAPACITY	REPLACE:(217)		CYCLES:10 	AGE:484 
READ	:   24	 	 TAG: 00011000( 24)			MISS:	CAPACITY	REPLACE:(167)		CYCLES:10 	AGE:483 
MODIFY	:   70	 	 TAG: 01000110( 70)			MISS:	CAPACITY	REPLACE:(240)		CYCLES:10 	AGE:482 
WRITE	:  217	 	 TAG: 11011001(217)			MISS:	CAPACITY	REPLACE:( 88)		CYCLES:21 	AGE:481 
READ	:  201	 	 TAG: 11001001(201)			MISS:	CAPACITY	REPLACE:(103)		CYCLES:10 	AGE:480 
READ	:  234	 	 TAG: 11101010(234)			MISS:	CAPACITY	REPLACE:( 14)		CYCLES:10 	AGE:479 
MODIFY	:  141	 	 TAG: 10001101(141)			MISS:	CAPACITY	REPLACE:(242)		CYCLES:10 	AGE:478 
MODIFY	:   94	 	 TAG: 01011110( 94)			MISS:	CAPACITY	REPLACE:(238)		CYCLES:10 	AGE:477 
WRITE	:   18	 	 TAG: 00010010( 18)			MISS:	CAPACITY	REPLACE:(216)		CYCLES:21 	AGE:476 
WRITE	:   21	 	 TAG: 00010101( 21)			MISS:	CAPACITY	REPLACE:( 24)		CYCLES:21 	AGE:475 
READ	:  101	 	 TAG: 01100101(101)			MISS:	CAPACITY	REPLACE:( 70)		CYCLES:10 	AGE:474 
MODIFY	:  212	 	 TAG: 11010100(212)			MISS:	CAPACITY	REPLACE:(217)		CYCLES:10 	AGE:473 
WRITE	:  142	 	 TAG: 10001110(142)			VICTIM_HIT								CYCLES:20 	AGE:480 
WRITE	:  153	 	 TAG: 10011001(153)			MISS:	CAPACITY	REPLACE:(201)		CYCLES:21 	AGE:471 
READ	:   61	 	 TAG: 00111101( 61)			MISS:	CAPACITY	REPLACE:(234)		CYCLES:10 	AGE:470 
READ	:  204	 	 TAG: 11001100(204)			MISS:	CAPACITY	REPLACE:(141)		CYCLES:10 	AGE:469 
READ	:  239	 	 TAG: 11101111(239)			MISS:	CAPACITY	REPLACE:( 94)		CYCLES:10 	AGE:468 
MODIFY	:   55	 	 TAG: 00110111( 55)			MISS:	CAPACITY	REPLACE:( 18)		CYCLES:10 	AGE:467 
READ	:  158	 	 TAG: 10011110(158)			MISS:	CAPACITY	REPLACE:( 21)		CYCLES:10 	AGE:466 
WRITE	:  177	 	 TAG: 10110001(177)			MISS:	CAPACITY	REPLACE:(101)		CYCLES:21 	AGE:465 
WRITE	:  175	 	 TAG: 10101111(175)			MISS:	CAPACITY	REPLACE:(212)		CYCLES:21 	AGE:464 
MODIFY	:  242	 	 TAG: 11110010(242)			MISS:	CAPACITY	REPLACE:(153)		CYCLES:10 	AGE:463 
WRITE	:   49	 	 TAG: 00110001( 49)			MISS:	CAPACITY	REPLACE:( 61)		CYCLES:21 	AGE:462 
WRITE	:   45	 	 TAG: 00101101( 45)			MISS:	CAPACITY	REPLACE:(204)		CYCLES:21 	AGE:461 
READ	:  210	 	 TAG: 11010010(210)			MISS:	CAPACITY	REPLACE:(239)		CYCLES:10 	AGE:460 
READ	:   26	 	 TAG: 00011010( 26)			MISS:	CAPACITY	REPLACE:( 55)		CYCLES:10 	AGE:459 
READ	:  182	 	 TAG: 10110110(182)			MISS:	CAPACITY	REPLACE:(158)		CYCLES:10 	AGE:458 
WRITE	:   85	 	 TAG: 01010101( 85)			MISS:	CAPACITY	REPLACE:(177)		CYCLES:21 	AGE:457 
MODIFY	:   11	 	 TAG: 00001011( 11)			MISS:	CAPACITY	REPLACE:(175)		CYCLES:10 	AGE:456 
READ	:  107	 	 TAG: 01101011(107)			MISS:	CAPACITY	REPLACE:(242)		CYCLES:10 	AGE:455 
WRITE	:  117	 	 TAG: 01110101(117)			MISS:	CAPACITY	REPLACE:( 49)		CYCLES:21 	AGE:454 
READ	:   76	 	 TAG: 01001100( 76)			MISS:	CAPACITY	REPLACE:( 45)		CYCLES:10 	AGE:453 
MODIFY	:  225	 	 TAG: 11100001(225)			MISS:	CAPACITY	REPLACE:(210)		CYCLES:10 	AGE:452 
WRITE	:   76	 	 TAG: 01001100( 76)			HIT										CYCLES:5 	AGE:451 
READ	:  232	 	 TAG: 11101000(232)			MISS:	CAPACITY	REPLACE:( 26)		CYCLES:10 	AGE:450 
READ	:   63	 	 TAG: 00111111( 63)			MISS:	CAPACITY	REPLACE:(182)		CYCLES:10 	AGE:449 
MODIFY	:   78	 	 TAG: 01001110( 78)			MISS:	CAPACITY	REPLACE:( 85)		CYCLES:10 	AGE:448 
MODIFY	:  167	 	 TAG: 10100111(167)			MISS:	CAPACITY	REPLACE:( 11)		CYCLES:10 	AGE:447 
MODIFY	:  100	 	 TAG: 01100100(100)			MISS:	CAPACITY	REPLACE:(107)		CYCLES:10 	AGE:446 
READ	:    3	 	 TAG: 00000011(  3)			MISS:	CAPACITY	REPLACE:(117)		CYCLES:10 	AGE:445 
MODIFY	:   62	 	 TAG: 00111110( 62)			MISS:	CAPACITY	REPLACE:(225)		CYCLES:10 	AGE:444 
WRITE	:   46	 	 TAG: 00101110( 46)			MISS:	CAPACITY	REPLACE:( 76)		CYCLES:21 	AGE:443 
READ	:  184	 	 TAG: 10111000(184)			MISS:	CAPACITY	REPLACE:(232)		CYCLES:10 	AGE:442 
WRITE	:  162	 	 TAG: 10100010(162)			MISS:	CAPACITY	REPLACE:( 63)		CYCLES:21 	AGE:441 
WRITE	:   76	 	 TAG: 01001100( 76)			MISS:	CAPACITY	REPLACE:( 78)		CYCLES:21 	AGE:440 
MODIFY	:   33	 	 TAG: 00100001( 33)			MISS:	CAPACITY	REPLACE:(167)		CYCLES:10 	AGE:439 
MODIFY	:  126	 	 TAG: 01111110(126)			MISS:	CAPACITY	REPLACE:(100)		CYCLES:10 	AGE:438 
MODIFY	:   86	 	 TAG: 01010110( 86)			MISS:	CAPACITY	REPLACE:(  3)		CYCLES:10 	AGE:437 
MODIFY	:   38	 	 TAG: 00100110( 38)			MISS:	CAPACITY	REPLACE:( 62)		CYCLES:10 	AGE:436 
READ	:  209	 	 TAG: 11010001(209)			MISS:	CAPACITY	REPLACE:( 46)		CYCLES:10 	AGE:435 
WRITE	:  213	 	 TAG: 11010101(213)			MISS:	CAPACITY	REPLACE:(184)		CYCLES:21 	AGE:434 
READ	:  214	 	 TAG: 11010110(214)			MISS:	CAPACITY	REPLACE:(162)		CYCLES:10 	AGE:433 
WRITE	:   88	 	 TAG: 01011000( 88)			MISS:	CAPACITY	REPLACE:( 76)		CYCLES:21 	AGE:432 
MODIFY	:   94	 	 TAG: 01011110( 94)			MISS:	CAPACITY	REPLACE:( 33)		CYCLES:10 	AGE:431 
MODIFY	:    9	 	 TAG: 00001001(  9)			MISS:	CAPACITY	REPLACE:(126)		CYCLES:10 	AGE:430 
MODIFY	:  105	 	 TAG: 01101001(105)			MISS:	CAPACITY	REPLACE:( 86)		CYCLES:10 	AGE:429 
MODIFY	:   74	 	 TAG: 01001010( 74)			MISS:	CAPACITY	REPLACE:( 38)		CYCLES:10 	AGE:428 
READ	:  211	 	 TAG: 11010011(211)			MISS:	CAPACITY	REPLACE:(209)		CYCLES:10 	AGE:427 
MODIFY	:  196	 	 TAG: 11000100(196)			MISS:	CAPACITY	REPLACE:(213)		CYCLES:10 	AGE:426 
MODIFY	:  152	 	 TAG: 10011000(152)			MISS:	CAPACITY	REPLACE:(214)		CYCLES:10 	AGE:425 
READ	:  248	 	 TAG: 11111000(248)			MISS:	CAPACITY	REPLACE:( 88)		CYCLES:10 	AGE:424 
MODIFY	:  205	 	 TAG: 11001101(205)			MISS:	CAPACITY	REPLACE:( 94)		CYCLES:10 	AGE:423 
WRITE	:   10	 	 TAG: 00001010( 10)			MISS:	CAPACITY	REPLACE:(  9)		CYCLES:21 	AGE:422 
READ	:   76	 	 TAG: 01001100( 76)			VICTIM_HIT								CYCLES:6 	AGE:429 
READ	:  191	 	 TAG: 10111111(191)			MISS:	CAPACITY	REPLACE:(105)		CYCLES:10 	AGE:420 
WRITE	:   38	 	 TAG: 00100110( 38)			MISS:	CAPACITY	REPLACE:( 74)		CYCLES:21 	AGE:419 
READ	:  103	 	 TAG: 01100111(103)			MISS:	CAPACITY	REPLACE:(211)		CYCLES:10 	AGE:418 
MODIFY	:   53	 	 TAG: 00110101( 53)			MISS:	CAPACITY	REPLACE:(196)		CYCLES:10 	AGE:417 
WRITE	:  136	 	 TAG: 10001000(136)			MISS:	CAPACITY	REPLACE:(152)		CYCLES:21 	AGE:416 
MODIFY	:   19	 	 TAG: 00010011( 19)			MISS:	CAPACITY	REPLACE:(248)		CYCLES:10 	AGE:415 
WRITE	:  251	 	 TAG: 11111011(251)			MISS:	CAPACITY	REPLACE:(205)		CYCLES:21 	AGE:414 
WRITE	:  176	 	 TAG: 10110000(176)			MISS:	CAPACITY	REPLACE:( 10)		CYCLES:21 	AGE:413 
MODIFY	:   33	 	 TAG: 00100001( 33)			MISS:	CAPACITY	REPLACE:(191)		CYCLES:10 	AGE:412 
WRITE	:   57	 	 TAG: 00111001( 57)			MISS:	CAPACITY	REPLACE:( 38)		CYCLES:21 	AGE:411 
READ	:   30	 	 TAG: 00011110( 30)			MISS:	CAPACITY	REPLACE:(103)		CYCLES:10 	AGE:410 
READ	:    7	 	 TAG: 00000111(  7)			MISS:	CAPACITY	REPLACE:( 53)		CYCLES:10 	AGE:409 
READ	:  245	 	 TAG: 11110101(245)			MISS:	CAPACITY	REPLACE:(136)		CYCLES:10 	AGE:408 
WRITE	:    6	 	 TAG: 00000110(  6)			MISS:	CAPACITY	REPLACE:( 19)		CYCLES:21 	AGE:407 
READ	:   45	 	 TAG: 00101101( 45)			VICTIM_HIT								CYCLES:6 	AGE:414 
WRITE	:  169	 	 TAG: 10101001(169)			MISS:	CAPACITY	REPLACE:(251)		CYCLES:21 	AGE:405 
WRITE	:  174	 	 TAG: 10101110(174)			MISS:	CAPACITY	REPLACE:(176)		CYCLES:21 	AGE:404 
WRITE	:  169	 	 TAG: 10101001(169)			HIT										CYCLES:5 	AGE:403 
WRITE	:  245	 	 TAG: 11110101(245)			HIT										CYCLES:5 	AGE:402 
MODIFY	:   97	 	 TAG: 01100001( 97)			MISS:	CAPACITY	REPLACE:( 33)		CYCLES:10 	AGE:401 
MODIFY	:  209	 	 TAG: 11010001(209)			MISS:	CAPACITY	REPLACE:( 57)		CYCLES:10 	AGE:400 
READ	:  208	 	 TAG: 11010000(208)			MISS:	CAPACITY	REPLACE:( 30)		CYCLES:10 	AGE:399 
WRITE	:   73	 	 TAG: 01001001( 73)			MISS:	CAPACITY	REPLACE:(  7)		CYCLES:21 	AGE:398 
READ	:  107	 	 TAG: 01101011(107)			MISS:	CAPACITY	REPLACE:(  6)		CYCLES:10 	AGE:397 
READ	:  246	 	 TAG: 11110110(246)			MISS:	CAPACITY	REPLACE:(174)		CYCLES:10 	AGE:396 
WRITE	:  254	 	 TAG: 11111110(254)			MISS:	CAPACITY	REPLACE:(169)		CYCLES:21 	AGE:395 
READ	:    2	 	 TAG: 00000010(  2)			MISS:	CAPACITY	REPLACE:(245)		CYCLES:10 	AGE:394 
MODIFY	:   89	 	 TAG: 01011001( 89)			MISS:	CAPACITY	REPLACE:( 97)		CYCLES:10 	AGE:393 
WRITE	:  108	 	 TAG: 01101100(108)			MISS:	CAPACITY	REPLACE:(209)		CYCLES:21 	AGE:392 
MODIFY	:  108	 	 TAG: 01101100(108)			HIT										CYCLES:1 	AGE:392 
MODIFY	:  176	 	 TAG: 10110000(176)			VICTIM_HIT								CYCLES:6 	AGE:399 
MODIFY	:   87	 	 TAG: 01010111( 87)			MISS:	CAPACITY	REPLACE:(208)		CYCLES:10 	AGE:389 
READ	:   11	 	 TAG: 00001011( 11)			MISS:	CAPACITY	REPLACE:( 73)		CYCLES:10 	AGE:388 
READ	:   17	 	 TAG: 00010001( 17)			MISS:	CAPACITY	REPLACE:(107)		CYCLES:10 	AGE:387 
MODIFY	:  119	 	 TAG: 01110111(119)			MISS:	CAPACITY	REPLACE:(246)		CYCLES:10 	AGE:386 
READ	:   16	 	 TAG: 00010000( 16)			MISS:	CAPACITY	REPLACE:(254)		CYCLES:10 	AGE:385 
WRITE	:  206	 	 TAG: 11001110(206)			MISS:	CAPACITY	REPLACE:(  2)		CYCLES:21 	AGE:384 
WRITE	:  194	 	 TAG: 11000010(194)			MISS:	CAPACITY	REPLACE:( 89)		CYCLES:21 	AGE:383 
READ	:  254	 	 TAG: 11111110(254)			VICTIM_HIT								CYCLES:6 	AGE:392 
READ	:  109	 	 TAG: 01101101(109)			MISS:	CAPACITY	REPLACE:(108)		CYCLES:10 	AGE:381 
READ	:  184	 	 TAG: 10111000(184)			MISS:	CAPACITY	REPLACE:( 87)		CYCLES:10 	AGE:380 
WRITE	:   11	 	 TAG: 00001011( 11)			HIT										CYCLES:5 	AGE:379 
MODIFY	:  157	 	 TAG: 10011101(157)			MISS:	CAPACITY	REPLACE:( 17)		CYCLES:10 	AGE:378 
READ	:   10	 	 TAG: 00001010( 10)			VICTIM_HIT								CYCLES:6 	AGE:386 
READ	:  142	 	 TAG: 10001110(142)			MISS:	CAPACITY	REPLACE:(119)		CYCLES:10 	AGE:376 
READ	:  163	 	 TAG: 10100011(163)			MISS:	CAPACITY	REPLACE:( 16)		CYCLES:10 	AGE:375 
READ	:  129	 	 TAG: 10000001(129)			MISS:	CAPACITY	REPLACE:(206)		CYCLES:10 	AGE:374 
READ	:   84	 	 TAG: 01010100( 84)			MISS:	CAPACITY	REPLACE:(194)		CYCLES:10 	AGE:373 
WRITE	:  182	 	 TAG: 10110110(182)			MISS:	CAPACITY	REPLACE:(109)		CYCLES:21 	AGE:372 
WRITE	:   67	 	 TAG: 01000011( 67)			MISS:	CAPACITY	REPLACE:(184)		CYCLES:21 	AGE:371 
MODIFY	:   29	 	 TAG: 00011101( 29)			MISS:	CAPACITY	REPLACE:( 11)		CYCLES:10 	AGE:370 
READ	:  199	 	 TAG: 11000111(199)			MISS:	CAPACITY	REPLACE:(157)		CYCLES:10 	AGE:369 
WRITE	:  176	 	 TAG: 10110000(176)			VICTIM_HIT								CYCLES:20 	AGE:376 
MODIFY	:  109	 	 TAG: 01101101(109)			MISS:	CAPACITY	REPLACE:(142)		CYCLES:10 	AGE:367 
MODIFY	:  102	 	 TAG: 01100110(102)			MISS:	CAPACITY	REPLACE:(163)		CYCLES:10 	AGE:366 
WRITE	:   82	 	 TAG: 01010010( 82)			MISS:	CAPACITY	REPLACE:(129)		CYCLES:21 	AGE:365 
READ	:  124	 	 TAG: 01111100(124)			MISS:	CAPACITY	REPLACE:( 84)		CYCLES:10 	AGE:364 
WRITE	:   31	 	 TAG: 00011111( 31)			MISS:	CAPACITY	REPLACE:(182)		CYCLES:21 	AGE:363 
READ	:  212	 	 TAG: 11010100(212)			MISS:	CAPACITY	REPLACE:( 67)		CYCLES:10 	AGE:362 
MODIFY	:  236	 	 TAG: 11101100(236)			MISS:	CAPACITY	REPLACE:( 29)		CYCLES:10 	AGE:361 
WRITE	:  106	 	 TAG: 01101010(106)			MISS:	CAPACITY	REPLACE:(199)		CYCLES:21 	AGE:360 
WRITE	:  220	 	 TAG: 11011100(220)			MISS:	CAPACITY	REPLACE:(109)		CYCLES:21 	AGE:359 
MODIFY	:  108	 	 TAG: 01101100(108)			VICTIM_HIT								CYCLES:6 	AGE:366 
READ	:  155	 	 TAG: 10011011(155)			MISS:	CAPACITY	REPLACE:(102)		CYCLES:10 	AGE:357 
WRITE	:  249	 	 TAG: 11111001(249)			MISS:	CAPACITY	REPLACE:( 82)		CYCLES:21 	AGE:356 
READ	:  205	 	 TAG: 11001101(205)			MISS:	CAPACITY	REPLACE:(124)		CYCLES:10 	AGE:355 
WRITE	:   63	 	 TAG: 00111111( 63)			MISS:	CAPACITY	REPLACE:( 31)		CYCLES:21 	AGE:354 
MODIFY	:   84	 	 TAG: 01010100( 84)			MISS:	CAPACITY	REPLACE:(212)		CYCLES:10 	AGE:353 
READ	:    0	 	 TAG: 00000000(  0)			MISS:	CAPACITY	REPLACE:(236)		CYCLES:10 	AGE:352 
READ	:  233	 	 TAG: 11101001(233)			MISS:	CAPACITY	REPLACE:(106)		CYCLES:10 	AGE:351 
WRITE	:  121	 	 TAG: 01111001(121)			MISS:	CAPACITY	REPLACE:(220)		CYCLES:21 	AGE:350 
MODIFY	:  203	 	 TAG: 11001011(203)			MISS:	CAPACITY	REPLACE:(155)		CYCLES:10 	AGE:349 
WRITE	:  108	 	 TAG: 01101100(108)			VICTIM_HIT								CYCLES:20 	AGE:356 
READ	:  166	 	 TAG: 10100110(166)			MISS:	CAPACITY	REPLACE:(249)		CYCLES:10 	AGE:347 
WRITE	:  191	 	 TAG: 10111111(191)			MISS:	CAPACITY	REPLACE:(205)		CYCLES:21 	AGE:346 
MODIFY	:  220	 	 TAG: 11011100(220)			VICTIM_HIT								CYCLES:6 	AGE:354 
READ	:   52	 	 TAG: 00110100( 52)			MISS:	CAPACITY	REPLACE:( 63)		CYCLES:10 	AGE:344 
MODIFY	:  194	 	 TAG: 11000010(194)			VICTIM_HIT								CYCLES:6 	AGE:353 
READ	:  205	 	 TAG: 11001101(205)			MISS:	CAPACITY	REPLACE:( 84)		CYCLES:10 	AGE:342 
READ	:  113	 	 TAG: 01110001(113)			MISS:	CAPACITY	REPLACE:(  0)		CYCLES:10 	AGE:341 
MODIFY	:  120	 	 TAG: 01111000(120)			MISS:	CAPACITY	REPLACE:(233)		CYCLES:10 	AGE:340 
WRITE	:  249	 	 TAG: 11111001(249)			VICTIM_HIT								CYCLES:20 	AGE:350 
WRITE	:   30	 	 TAG: 00011110( 30)			MISS:	CAPACITY	REPLACE:(121)		CYCLES:21 	AGE:338 
READ	:   51	 	 TAG: 00110011( 51)			MISS:	CAPACITY	REPLACE:(203)		CYCLES:10 	AGE:337 
WRITE	:  103	 	 TAG: 01100111(103)			MISS:	CAPACITY	REPLACE:(166)		CYCLES:21 	AGE:336 
